Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Agregados Fiscais;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por agregado fiscal;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado por agregado fiscal (NUTS III=100);;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;Taxa de crescimento anual médio do rendimento bruto declarado deduzido do IRS liquidado por agregado fiscal (2020 - 2022);Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2021);;;Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2022);;;;;;;;;;
0802;Município;Alcoutim;1 359;22 217;20 325;16 348;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;5,2;   10;   4;   5;   4;   6;   4;;;;;;;;
0803;Município;Aljezur;3 238;52 346;46 664;16 166;3 415;6 388;7 558;8 474;9 870;11 098;13 313;16 669;19 260;22 299;32 037;79;91;89;88;86;3 304;6 269;7 461;8 408;9 870;10 610;12 606;15 644;17 838;20 379;28 549;41,6;41,1;3,3;8,6;4,1;8,4;3,7;3,6;3,7;4,6;2,7;;;;;;;;
0804;Município;Castro Marim;3 624;63 470;56 630;17 514;4 770;7 375;8 413;9 323;10 566;12 135;14 767;18 996;21 306;24 233;34 042;110;101;97;98;92;4 710;7 333;8 344;9 250;10 265;11 683;13 881;17 694;19 788;22 055;29 907;39,4;38,9;3,0;6,3;6,0;4,0;4,1;4,6;8,6;7,8;5,0;;;;;;;;
0805;Município;Faro;40 264;854 318;728 026;21 218;4 578;7 624;8 881;9 800;11 444;13 863;17 422;22 412;25 948;30 255;45 168;106;107;111;119;121;4 496;7 519;8 783;9 736;10 914;12 958;15 969;20 334;22 975;26 368;36 932;42,5;42,1;3,5;8,2;3,9;3,7;3,7;3,3;4,5;4,2;2,9;;;;;;;;
0806;Município;Lagoa;13 278;249 143;218 256;18 764;4 619;7 353;8 507;9 379;10 636;12 582;15 199;19 338;21 850;25 315;36 274;107;103;101;100;98;4 513;7 278;8 445;9 286;10 308;11 899;14 206;17 868;20 314;22 793;31 455;41,1;41,3;3,1;7,0;6,3;4,4;4,1;4,8;15,1;8,5;9,1;;;;;;;;
0807;Município;Lagos;18 797;339 825;297 145;18 079;4 193;6 976;8 192;9 098;10 335;12 170;14 609;18 519;21 028;24 407;36 114;97;99;98;96;97;4 066;6 878;8 016;9 001;10 117;11 500;13 674;17 147;19 522;22 177;30 778;41,6;41,3;3,2;7,6;4,9;1,4;3,5;4,3;8,9;6,4;6,6;;;;;;;;
0808;Município;Loulé;44 092;825 499;716 139;18 722;4 194;7 033;8 257;9 228;10 560;12 565;15 114;19 009;21 587;24 917;36 873;97;100;101;99;99;4 090;6 936;8 132;9 117;10 265;11 845;14 091;17 515;19 866;22 469;31 600;42,3;41,9;3,2;7,7;5,9;4,2;5,1;4,6;9,4;6,7;6,4;;;;;;;;
0809;Município;Monchique;2 589;40 405;36 643;15 607;4 082;7 026;8 460;9 161;10 123;11 672;13 834;16 566;18 614;21 163;29 634;94;102;94;85;80;4 041;6 971;8 330;9 058;10 006;11 145;13 053;15 634;17 467;19 849;26 860;37,1;37,3;2,8;6,6;5,4;4,4;5,1;4,8;5,9;5,6;5,4;;;;;;;;
0810;Município;Olhão;23 451;420 052;372 919;17 912;4 695;7 576;8 692;9 576;10 698;12 617;15 215;19 282;21 912;25 181;36 221;109;105;101;101;97;4 649;7 517;8 631;9 526;10 373;11 944;14 209;17 813;20 129;22 774;31 161;39,2;38,8;3,0;6,7;4,4;3,8;3,5;3,9;6,1;5,3;4,6;;;;;;;;
0811;Município;Portimão;36 384;663 021;581 763;18 223;4 305;7 031;8 178;9 105;10 403;12 414;15 104;19 081;21 713;25 194;37 268;100;99;99;100;100;4 240;6 971;8 089;9 038;10 178;11 753;14 132;17 698;20 026;22 717;31 785;41,2;40,8;3,3;7,5;4,3;3,5;3,6;2,8;6,8;5,1;5,5;;;;;;;;
0812;Município;São Brás de Alportel;6 014;117 050;101 739;19 463;4 441;7 577;8 680;9 667;11 079;13 366;16 487;20 939;23 595;27 413;39 892;103;105;107;108;107;4 348;7 483;8 542;9 569;10 615;12 621;15 200;19 036;21 722;24 303;34 048;40,9;40,7;3,2;7,8;5,7;6,6;5,2;6,9;3,8;6,1;4,5;;;;;;;;
0813;Município;Silves;21 747;371 477;332 409;17 082;4 452;7 200;8 340;9 210;10 494;12 400;14 986;18 731;21 077;24 024;33 930;103;101;99;97;91;4 381;7 145;8 282;9 154;10 232;11 732;14 036;17 382;19 455;21 898;29 749;38,8;38,3;3,1;6,8;5,1;4,7;4,2;5,6;7,0;6,0;6,3;;;;;;;;
0814;Município;Tavira;15 276;275 873;241 545;18 059;4 080;6 737;7 874;8 826;10 102;11 982;14 571;18 915;21 342;24 616;36 699;94;95;96;98;99;3 988;6 683;7 799;8 744;9 981;11 389;13 672;17 386;19 740;22 298;31 371;40,8;41,8;3,3;7,9;4,6;5,3;4,2;4,2;2,0;5,0;4,8;;;;;;;;
0815;Município;Vila do Bispo;3 199;53 295;47 261;16 660;4 099;6 707;7 836;8 769;9 986;11 697;14 096;17 192;19 664;22 201;31 724;95;94;94;90;85;3 970;6 580;7 672;8 691;9 880;11 098;13 238;15 884;18 169;20 531;28 441;40,4;40,0;3,1;7,2;5,4;4,1;5,5;5,4;7,8;5,2;5,2;;;;;;;;
0816;Município;Vila Real de Santo António;10 669;182 701;163 132;17 124;4 372;7 219;8 460;9 330;10 454;12 225;14 784;18 752;21 099;23 968;33 945;101;102;98;97;91;4 292;7 177;8 417;9 251;10 192;11 648;13 959;17 412;19 709;22 024;29 612;38,5;38,6;3,1;6,9;4,4;2,5;2,4;4,3;7,7;6,4;5,5;;;;;;;;
2;NUTS 1; R. A. Açores;122 353;2 504 130;2 291 363;20 466;5 281;8 205;9 327;10 238;11 429;13 480;16 864;21 533;24 435;28 134;42 241;;;;;;5 249;8 167;9 289;10 181;11 135;13 044;16 186;20 688;23 181;26 203;37 864;42,0;42,0;3,2;7,2;5,0;1,2;3,0;3,0;8,4;7,0;5,5;;;;;;;;
20;NUTS 2; R. A. Açores;122 353;2 504 130;2 291 363;20 466;5 281;8 205;9 327;10 238;11 429;13 480;16 864;21 533;24 435;28 134;42 241;;;;;;5 249;8 167;9 289;10 181;11 135;13 044;16 186;20 688;23 181;26 203;37 864;42,0;42,0;3,2;7,2;5,0;1,2;3,0;3,0;8,4;7,0;5,5;;;;;;;;
200;NUTS 3; R. A. Açores;122 353;2 504 130;2 291 363;20 466;5 281;8 205;9 327;10 238;11 429;13 480;16 864;21 533;24 435;28 134;42 241;100;100;100;100;100;5 249;8 167;9 289;10 181;11 135;13 044;16 186;20 688;23 181;26 203;37 864;42,0;42,0;3,2;7,2;5,0;1,2;3,0;3,0;8,4;7,0;5,5;;;;;;;;
4101;Município;Vila do Porto;2 883;69 714;61 998;24 181;5 384;7 938;9 275;10 240;11 622;14 237;18 263;23 012;26 060;30 602;48 380;102;99;106;107;115;5 329;7 906;9 225;10 212;11 322;13 682;17 546;22 247;24 629;28 045;42 591;47,3;47,0;3,5;8,0;5,6;0,2;3,9;1,8;9,6;7,3;5,9;;;;;;;;
4201;Município;Lagoa (R.A.A.);6 894;136 881;124 061;19 855;4 623;7 266;8 313;9 351;10 713;12 226;14 756;19 465;22 299;25 795;39 503;88;89;91;91;94;4 580;7 251;8 306;9 327;10 559;11 873;14 273;18 851;21 500;24 286;35 331;43,0;45,1;3,3;7,7;5,9;1,7;3,8;3,9;7,3;8,0;7,3;;;;;;;;
4202;Município;Nordeste;2 236;33 187;31 323;14 842;3 336;6 262;7 316;8 201;9 905;10 998;12 716;15 386;17 698;20 602;29 707;63;78;82;72;70;3 325;6 262;7 278;8 199;9 876;10 817;12 415;14 943;16 946;20 012;27 381;38,6;40,1;3,2;8,2;4,2;5,4;1,9;2,9;1,8;6,6;4,6;;;;;;;;
4203;Município;Ponta Delgada;36 191;843 482;760 335;23 306;5 820;8 883;10 105;10 686;12 351;15 171;19 267;24 606;28 077;32 603;49 175;110;108;113;115;116;5 776;8 814;10 046;10 515;11 938;14 541;18 372;23 214;25 987;29 712;43 331;42,8;42,9;3,4;7,5;4,6;1,5;3,1;3,3;7,6;6,2;5,6;;;;;;;;
4204;Município;Povoação;2 782;42 816;40 361;15 390;3 510;6 208;7 244;8 275;9 921;11 098;12 845;16 438;18 558;21 568;31 208;66;78;82;76;74;3 462;6 198;7 235;8 256;9 895;10 881;12 524;15 799;18 203;21 116;28 888;40,3;41,0;3,4;8,3;6,0;3,5;2,9;2,0;8,5;9,2;12,6;;;;;;;;
4205;Município;Ribeira Grande;14 062;251 434;234 727;17 880;4 634;7 418;8 628;9 573;10 776;12 279;14 821;19 147;21 632;24 552;35 887;88;93;91;89;85;4 611;7 396;8 599;9 556;10 621;11 923;14 340;18 489;21 086;23 539;32 913;41,0;40,7;3,2;7,1;5,3;3,0;3,3;2,8;9,3;7,2;7,0;;;;;;;;
4206;Município;Vila Franca do Campo;4 801;78 885;73 281;16 431;3 659;6 728;7 499;8 607;10 240;11 150;12 908;16 571;18 964;21 977;33 324;69;80;83;78;79;3 634;6 698;7 471;8 587;10 184;10 954;12 518;15 876;18 205;21 065;30 231;41,2;42,2;3,1;8,3;5,4;3,7;3,7;4,4;6,3;7,1;7,0;;;;;;;;
4301;Município;Angra do Heroísmo;18 392;386 792;353 833;21 030;5 671;8 790;9 719;10 364;11 785;13 988;17 534;22 413;25 752;29 663;43 741;107;104;104;105;104;5 589;8 744;9 684;10 292;11 443;13 507;16 753;21 314;24 114;27 489;38 974;41,6;41,2;3,1;7,0;4,1;2,0;2,5;3,1;7,3;5,8;5,0;;;;;;;;
4302;Município;Vila da Praia da Vitória;10 127;200 773;186 079;19 826;5 800;9 030;9 993;10 421;11 868;14 123;17 401;21 874;24 245;27 589;40 281;110;107;105;99;95;5 753;9 009;9 946;10 364;11 533;13 630;16 645;20 861;23 181;25 833;36 676;38,7;38,7;2,9;6,4;3,9;2,2;0,9;2,5;6,6;6,9;5,6;;;;;;;;
4401;Município;Santa Cruz da Graciosa;2 064;37 566;34 962;18 201;5 330;7 825;8 813;9 759;10 950;12 701;15 259;19 458;21 760;24 860;38 042;101;94;94;89;90;5 330;7 813;8 806;9 754;10 677;12 270;14 888;18 740;21 056;23 509;33 969;40,5;39,6;3,0;6,4;4,7;3,1;2,8;2,2;7,2;6,5;5,2;;;;;;;;
4501;Município;Calheta (R.A.A.);1 816;28 416;26 849;15 648;4 522;7 146;8 221;9 054;10 615;12 005;14 285;17 623;20 195;22 664;30 005;86;88;89;83;71;4 442;7 138;8 176;9 026;10 503;11 584;13 898;17 077;19 429;21 727;27 883;37,8;36,9;3,0;6,3;4,5;2,9;4,9;3,0;7,0;4,0;5,4;;;;;;;;
4502;Município;Velas;2 626;47 737;44 441;18 178;4 886;7 941;9 018;9 824;11 024;12 865;15 746;19 436;21 974;25 200;38 207;93;97;95;90;90;4 798;7 884;8 975;9 823;10 770;12 510;15 089;18 752;21 141;23 645;34 855;39,2;39,8;3,0;7,3;5,1;1,1;2,3;1,6;7,5;8,1;6,1;;;;;;;;
4601;Município;Lajes do Pico;2 249;40 888;37 980;18 181;5 539;8 376;9 224;9 927;11 150;12 934;15 541;18 680;21 558;24 777;34 794;105;99;96;88;82;5 539;8 372;9 162;9 900;10 855;12 532;15 002;18 202;20 817;23 682;32 128;38,4;38,8;2,8;5,8;4,2;1,0;2,0;4,7;6,3;6,4;6,1;;;;;;;;
4602;Município;Madalena;3 437;63 826;59 369;18 570;5 515;8 425;9 454;10 258;11 403;13 259;16 070;20 065;22 607;25 284;36 696;104;101;98;93;87;5 514;8 392;9 400;10 209;11 110;12 801;15 501;19 420;21 681;24 190;33 621;38,7;38,5;2,9;6,1;4,9;4,2;4,7;3,2;7,5;5,0;7,2;;;;;;;;
4603;Município;São Roque do Pico;1 802;35 543;32 331;19 724;5 149;8 075;9 119;10 017;10 959;12 574;15 230;19 908;22 070;26 167;41 764;98;98;93;90;99;5 075;8 057;9 022;9 993;10 725;12 295;14 772;19 054;21 350;24 466;37 003;41,0;42,4;3,0;7,3;5,8;-1,6;2,1;2,0;14,5;9,6;6,8;;;;;;;;
4701;Município;Horta;7 811;165 181;151 506;21 147;5 830;8 916;9 993;10 567;12 048;14 542;17 997;22 744;25 857;29 727;43 286;110;107;108;106;102;5 781;8 893;9 957;10 432;11 702;13 992;17 188;21 764;24 313;27 558;38 597;41,6;40,6;3,1;6,7;4,8;1,6;3,4;2,8;8,1;6,2;4,8;;;;;;;;
4801;Município;Lajes das Flores;768;14 226;13 088;18 523;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;6,4;   7;   6;   5;   9;   7;   8;;;;;;;;
4802;Município;Santa Cruz das Flores;1 176;21 943;20 397;18 659;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;6,1;   5;   4;   3;   7;   8;   12;;;;;;;;
4901;Município;Corvo;236;4 839;4 444;20 505;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;7,9;-   4;   4;   3;   15;   12;   12;;;;;;;;
3;NUTS 1; R. A. Madeira;125 924;2 524 340;2 279 573;20 047;5 212;8 302;9 217;10 002;11 299;13 352;16 482;21 126;24 180;28 104;41 825;;;;;;5 173;8 249;9 180;9 977;11 028;12 920;15 792;20 196;22 739;25 811;36 717;41,1;40,9;3,1;7,1;5,3;2,4;4,8;4,9;6,7;5,8;3,9;;;;;;;;
30;NUTS 2; R. A. Madeira;125 924;2 524 340;2 279 573;20 047;5 212;8 302;9 217;10 002;11 299;13 352;16 482;21 126;24 180;28 104;41 825;;;;;;5 173;8 249;9 180;9 977;11 028;12 920;15 792;20 196;22 739;25 811;36 717;41,1;40,9;3,1;7,1;5,3;2,4;4,8;4,9;6,7;5,8;3,9;;;;;;;;
300;NUTS 3; R. A. Madeira;125 924;2 524 340;2 279 573;20 047;5 212;8 302;9 217;10 002;11 299;13 352;16 482;21 126;24 180;28 104;41 825;100;100;100;100;100;5 173;8 249;9 180;9 977;11 028;12 920;15 792;20 196;22 739;25 811;36 717;41,1;40,9;3,1;7,1;5,3;2,4;4,8;4,9;6,7;5,8;3,9;;;;;;;;
3101;Município;Calheta (R.A.M.);4 749;81 104;74 225;17 078;3 761;6 575;7 732;8 702;10 122;11 484;13 855;17 765;20 399;23 387;35 454;72;84;86;84;85;3 720;6 487;7 689;8 676;10 062;11 214;13 376;16 840;19 514;22 453;32 017;41,5;42,2;3,5;8,6;6,1;1,0;5,9;5,3;11,1;6,2;8,2;;;;;;;;
3102;Município;Câmara de Lobos;14 567;224 163;211 910;15 388;4 892;7 656;8 676;9 342;10 315;11 554;13 389;16 278;18 503;20 955;28 778;94;94;87;77;69;4 870;7 634;8 676;9 324;10 255;11 301;13 012;15 786;17 850;20 283;27 032;36,1;36,0;2,7;5,6;6,0;1,9;5,2;5,6;10,7;6,8;9,7;;;;;;;;
3103;Município;Funchal;57 201;1 292 112;1 140 168;22 589;5 343;8 626;9 648;10 225;11 959;14 387;18 048;23 476;27 200;31 638;47 745;103;105;108;112;114;5 318;8 594;9 610;10 179;11 612;13 883;17 173;22 067;24 879;28 504;40 898;42,4;42,5;3,3;7,7;4,5;2,0;3,9;4,3;6,3;5,1;3,5;;;;;;;;
3104;Município;Machico;9 674;166 465;155 501;17 207;5 283;8 186;9 039;9 808;10 898;12 606;15 012;18 698;21 119;24 098;34 448;101;98;94;87;82;5 248;8 144;9 015;9 780;10 713;12 282;14 539;17 986;20 388;22 825;31 446;38,1;37,3;2,8;6,0;5,9;4,9;5,4;4,5;7,3;6,3;6,0;;;;;;;;
3105;Município;Ponta do Sol;3 692;60 235;55 934;16 315;4 179;6 735;7 811;8 687;10 122;11 490;13 540;17 397;19 741;22 629;33 999;80;85;86;82;81;4 085;6 616;7 769;8 676;10 059;11 203;13 042;16 584;18 966;21 519;30 899;40,5;40,4;3,3;7,6;5,9;4,1;6,7;7,5;10,9;5,1;7,2;;;;;;;;
3106;Município;Porto Moniz;1 190;19 297;17 953;16 216;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;6,8;   2;   6;   6;   12;   7;   8;;;;;;;;
3107;Município;Ribeira Brava;5 585;92 438;86 326;16 551;5 247;7 772;8 762;9 481;10 513;12 050;14 282;17 704;19 946;22 767;32 161;101;95;90;82;77;5 200;7 722;8 717;9 453;10 395;11 770;13 826;16 905;19 073;21 798;29 468;37,6;37,2;2,8;5,7;5,6;4,2;4,9;5,5;7,1;6,3;6,3;;;;;;;;
3108;Município;Santa Cruz;20 763;431 457;394 019;20 780;5 400;8 820;9 871;10 402;12 256;14 819;18 711;23 888;27 009;30 330;42 769;104;107;111;112;102;5 379;8 773;9 843;10 324;11 890;14 246;17 914;22 568;25 007;27 810;38 015;39,7;39,0;3,2;7,1;6,1;2,8;5,9;5,2;7,6;6,3;5,4;;;;;;;;
3109;Município;Santana;3 044;47 800;44 957;15 703;4 936;7 444;8 501;9 085;10 313;11 571;13 544;16 768;19 041;21 682;29 987;95;92;87;79;72;4 911;7 399;8 468;9 070;10 255;11 343;13 124;16 241;18 367;20 701;27 797;37,0;36,8;2,8;5,7;5,4;3,0;3,6;4,6;8,6;7,1;8,5;;;;;;;;
3110;Município;São Vicente;2 145;34 055;31 738;15 877;4 088;6 971;8 268;8 893;10 155;11 309;13 402;16 826;19 247;22 341;32 133;78;90;85;80;77;4 034;6 971;8 226;8 884;10 122;11 016;13 016;16 190;18 548;21 345;29 126;38,9;38,9;3,1;7,2;4,5;-0,8;4,1;2,5;11,1;4,9;5,7;;;;;;;;
3201;Município;Porto Santo;3 314;75 215;66 842;22 696;6 246;9 180;10 122;10 833;12 725;15 097;18 726;24 633;28 312;32 900;47 218;120;110;113;117;113;6 105;9 069;10 098;10 635;12 242;14 409;17 772;22 787;26 113;29 180;40 858;40,3;40,3;3,2;6,7;4,0;2,9;4,8;4,9;7,2;3,2;5,0;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sinal convencional //: Dado não aplicável. Número de sujeitos passivos inferior a 2 000.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
